"","observed","simpson","shannon","SampleID","Phenotype","Rep","Nutrient","Exposure_weeks","Nutrient_weeks","Nutrient_geno","Nutrient_merged_geno","Tank","T0_merge","NW_T0_merge","Nutrient_order","Nutrient_no_level","Geno_weeks","No_level_no_T0","Level","No_level_weeks","No_level_weeks_noT0","outlier"
"HA-50-3-T3",33,0.175068769805034,0.516485977042491,"HA-50-3-T3","Susceptible",3,"HA","6","HA6","50_HA","50_A","HA-50-3","HA","HA6",7,"Ammonium","50_6","Ammonium","H","A6","A6","N"
"HC-50-2-TB",38,0.466012948869864,1.34850053003625,"HC-50-2-TB","Susceptible",2,"HC","0","HC0","50_T0","50_T0","HC-50-2","T0","T0",9,"T0","50_0","Combined","0","T0","C0","N"
"HP-50-2-TE",17,0.223606562069972,0.645607553799949,"HP-50-2-TE","Susceptible",2,"HP","6","HP6","50_HP","50_P","HP-50-2","HP","HP6",3,"Phosphate","50_6","Phosphate","H","P6","P6","N"
"MC-50-3-TE",23,0.232185376891468,0.691802377172275,"MC-50-3-TE","Susceptible",3,"LC","6","LC6","50_LC","50_C","MC-50-3","LC","LC6",8,"Combined","50_6","Combined","L","C6","C6","N"
"LP-50-1-T0",84,0.888352819842888,2.97358297865742,"LP-50-1-T0","Susceptible",1,"NT","0","NT0","50_T0","50_T0","LP-50-1","T0","T0",1,"T0","50_0","No Treatment","0","T0","NT0","N"
"LA-50-2-T0",58,0.486850973181431,1.38420034999558,"LA-50-2-T0","Susceptible",2,"LA","0","LA0","50_T0","50_T0","LA-50-2","T0","T0",6,"T0","50_0","Ammonium","0","T0","A0","N"
"HA-50-1-T0",81,0.49885800491612,1.5570294100274,"HA-50-1-T0","Susceptible",1,"HA","0","HA0","50_T0","50_T0","HA-50-1","T0","T0",7,"T0","50_0","Ammonium","0","T0","A0","N"
"CTRL-50-1-T0",92,0.816560883343971,2.50820677247873,"CTRL-50-1-T0","Susceptible",1,"NT","0","NT0","50_T0","50_T0","CTRL-50-1","T0","T0",1,"T0","50_0","No Treatment","0","T0","NT0","N"
"MN-50-1-T0",86,0.807137653963485,2.69722152676556,"MN-50-1-T0","Susceptible",1,"LN","0","LN0","50_T0","50_T0","MN-50-1","T0","T0",4,"T0","50_0","Nitrate","0","T0","N0","N"
"MN-50-2-T0",89,0.779322609147873,2.5802541023333,"MN-50-2-T0","Susceptible",2,"LN","0","LN0","50_T0","50_T0","MN-50-2","T0","T0",4,"T0","50_0","Nitrate","0","T0","N0","N"
"CTRL-50-3-T0",69,0.503228983404287,1.62244021314055,"CTRL-50-3-T0","Susceptible",3,"NT","0","NT0","50_T0","50_T0","CTRL-50-3","T0","T0",1,"T0","50_0","No Treatment","0","T0","NT0","N"
"HP-50-1-T0",73,0.507787806232061,1.50836553332202,"HP-50-1-T0","Susceptible",1,"HP","0","HP0","50_T0","50_T0","HP-50-1","T0","T0",3,"T0","50_0","Phosphate","0","T0","P0","N"
"LC-50-3-T0",79,0.839614408899805,2.72029315095515,"LC-50-3-T0","Susceptible",3,"HC","0","HC0","50_T0","50_T0","LC-50-3","T0","T0",9,"T0","50_0","Combined","0","T0","C0","N"
"CTRL-50-2-T0",21,0.179191033460918,0.497117727055271,"CTRL-50-2-T0","Susceptible",2,"NT","3","NT3","50_NT","50_NT","CTRL-50-2","NT","NT3",1,"No Treatment","50_3","No Treatment","0","NT3","NT3","N"
"LA-50-3-T4",12,0.160916880457278,0.439513148307467,"LA-50-3-T4","Susceptible",3,"HA","6","HA6","50_HA","50_A","LA-50-3","HA","HA6",7,"Ammonium","50_6","Ammonium","H","A6","A6","N"
"HN-50-3-T4",56,0.378108415965091,1.22711479508279,"HN-50-3-T4","Susceptible",3,"HN","6","HN6","50_HN","50_N","HN-50-3","HN","HN6",5,"Nitrate","50_6","Nitrate","H","N6","N6","N"
"HN-50-1-T1",18,0.22012386183337,0.562089646365786,"HN-50-1-T1","Susceptible",1,"HN","3","HN3","50_HN","50_N","HN-50-1","HN","HN3",5,"Nitrate","50_3","Nitrate","H","N3","N3","N"
"LA-50-1-T1",19,0.072248349763236,0.247572007126637,"LA-50-1-T1","Susceptible",1,"NT","3","NT3","50_NT","50_NT","LA-50-1","NT","NT3",1,"No Treatment","50_3","No Treatment","0","NT3","NT3","N"
"MA-50-1-T4",40,0.363031387473237,1.16779796447515,"MA-50-1-T4","Susceptible",1,"LA","6","LA6","50_LA","50_A","MA-50-1","LA","LA6",6,"Ammonium","50_6","Ammonium","L","A6","A6","N"
"HN-50-3-T1",18,0.276928190210209,0.670032668638132,"HN-50-3-T1","Susceptible",3,"HN","3","HN3","50_HN","50_N","HN-50-3","HN","HN3",5,"Nitrate","50_3","Nitrate","H","N3","N3","N"
"LA-50-2-T1",27,0.386814358541207,0.809039217717459,"LA-50-2-T1","Susceptible",2,"LA","6","LA6","50_LA","50_A","LA-50-2","LA","LA6",6,"Ammonium","50_6","Ammonium","L","A6","A6","N"
"MN-50-3-T1",62,0.323917748034945,0.98536317974615,"MN-50-3-T1","Susceptible",3,"LN","3","LN3","50_LN","50_N","MN-50-3","LN","LN3",4,"Nitrate","50_3","Nitrate","L","N3","N3","N"
"MN-50-1-T1",127,0.345641280259599,1.29027122568925,"MN-50-1-T1","Susceptible",1,"LN","3","LN3","50_LN","50_N","MN-50-1","LN","LN3",4,"Nitrate","50_3","Nitrate","L","N3","N3","N"
"HA-50-1-T1",11,0.101122510369915,0.288346264703315,"HA-50-1-T1","Susceptible",1,"HA","3","HA3","50_HA","50_A","HA-50-1","HA","HA3",7,"Ammonium","50_3","Ammonium","H","A3","A3","N"
"HA-50-2-T1",31,0.412479005066795,1.28840187086185,"HA-50-2-T1","Susceptible",2,"HA","3","HA3","50_HA","50_A","HA-50-2","HA","HA3",7,"Ammonium","50_3","Ammonium","H","A3","A3","N"
"HA-50-2-T2",7,0.0915148995729215,0.237336932111987,"HA-50-2-T2","Susceptible",2,"HA","6","HA6","50_HA","50_A","HA-50-2","HA","HA6",7,"Ammonium","50_6","Ammonium","H","A6","A6","N"
"HA-50-3-T2",21,0.238283353605542,0.695612545175244,"HA-50-3-T2","Susceptible",3,"HA","3","HA3","50_HA","50_A","HA-50-3","HA","HA3",7,"Ammonium","50_3","Ammonium","H","A3","A3","N"
"HN-50-1-T2",6,0.368791690708331,0.74669995718628,"HN-50-1-T2","Susceptible",1,"HN","3","HN3","50_HN","50_N","HN-50-1","HN","HN3",5,"Nitrate","50_3","Nitrate","H","N3","N3","N"
"LN-50-2-T2",50,0.445799712839026,1.32252005234943,"LN-50-2-T2","Susceptible",2,"LN","3","LN3","50_LN","50_N","LN-50-2","LN","LN3",4,"Nitrate","50_3","Nitrate","L","N3","N3","N"
"CTRL-50-2-T0-2",51,0.549825460980475,1.42947654640091,"CTRL-50-2-T0-2","Susceptible",2,"NT","3","NT3","50_NT","50_NT","CTRL-50-2","NT","NT3",1,"No Treatment","50_3","No Treatment","0","NT3","NT3","N"
"MA-50-1-T2",30,0.416456056814102,1.10801866847171,"MA-50-1-T2","Susceptible",1,"LA","6","LA6","50_LA","50_A","MA-50-1","LA","LA6",6,"Ammonium","50_6","Ammonium","L","A6","A6","N"
"MC-50-2-T0",70,0.537982417892939,1.79927405015835,"MC-50-2-T0","Susceptible",2,"LC","0","LC0","50_T0","50_T0","MC-50-2","T0","T0",8,"T0","50_0","Combined","0","T0","C0","N"
"LA-50-2-T2",20,0.378223923688872,0.854111935343051,"LA-50-2-T2","Susceptible",2,"LA","6","LA6","50_LA","50_A","LA-50-2","LA","LA6",6,"Ammonium","50_6","Ammonium","L","A6","A6","N"
"LC-50-1-T0",43,0.706214761871709,2.08675118185143,"LC-50-1-T0","Susceptible",1,"NT","0","T0","50_T0","50_T0","LC-50-1","T0","T0",1,"T0","50_0","No Treatment","0","T0","NT0","N"
"MN-50-2-T2",28,0.344799405177547,0.976591494177203,"MN-50-2-T2","Susceptible",2,"LN","6","LN6","50_LN","50_N","MN-50-2","LN","LN6",4,"Nitrate","50_6","Nitrate","L","N6","N6","N"
"HP-50-2-T0",43,0.768650187975161,2.15184782925287,"HP-50-2-T0","Susceptible",2,"HP","0","HP0","50_T0","50_T0","HP-50-2","T0","T0",3,"T0","50_0","Phosphate","0","T0","P0","N"
"LA-50-3-T3",11,0.299439422008893,0.667049916840899,"LA-50-3-T3","Susceptible",3,"HA","3","HA3","50_HA","50_A","LA-50-3","HA","HA3",7,"Ammonium","50_3","Ammonium","H","A3","A3","N"
"CTRL-50-4-T0",19,0.405477590193371,1.05232297287489,"CTRL-50-4-T0","Susceptible",4,"NT","0","T0","50_T0","50_T0","CTRL-50-4","T0","T0",1,"T0","50_0","No Treatment","0","T0","NT0","N"
"MN-50-1-T3",28,0.23186016993564,0.764074651287697,"MN-50-1-T3","Susceptible",1,"LN","6","LN6","50_LN","50_N","MN-50-1","LN","LN6",4,"Nitrate","50_6","Nitrate","L","N6","N6","N"
"MA-50-1-T1",31,0.4739129538103,1.13785155907761,"MA-50-1-T1","Susceptible",1,"LA","3","LA3","50_LA","50_A","MA-50-1","LA","LA3",6,"Ammonium","50_3","Ammonium","L","A3","A3","N"
"HN-50-2-T3",28,0.481857284166392,0.91412426293272,"HN-50-2-T3","Susceptible",2,"HN","3","HN3","50_HN","50_N","HN-50-2","HN","HN3",5,"Nitrate","50_3","Nitrate","H","N3","N3","N"
"MN-50-3-T2-2",6,0.197365069510101,0.433826969738469,"MN-50-3-T2-2","Susceptible",3,"LN","6","LN6","50_LN","50_N","MN-50-3","LN","LN6",4,"Nitrate","50_6","Nitrate","L","N6","N6","N"
"MA-50-1-T3",31,0.508422521559005,1.43414806574876,"MA-50-1-T3","Susceptible",1,"LA","6","LA6","50_LA","50_A","MA-50-1","LA","LA6",6,"Ammonium","50_6","Ammonium","L","A6","A6","N"
"HN-50-1-T3",31,0.555382683014331,1.59230103278108,"HN-50-1-T3","Susceptible",1,"HN","6","HN6","50_HN","50_N","HN-50-1","HN","HN6",5,"Nitrate","50_6","Nitrate","H","N6","N6","N"
"LA-50-2-T3",27,0.271387282391836,0.761832942235936,"LA-50-2-T3","Susceptible",2,"LA","6","LA6","50_LA","50_A","LA-50-2","LA","LA6",6,"Ammonium","50_6","Ammonium","L","A6","A6","N"
"LA-50-1-T3",15,0.443078240053215,0.8877247948836,"LA-50-1-T3","Susceptible",1,"NT","6","NT6","50_NT","50_NT","LA-50-1","NT","NT6",1,"No Treatment","50_6","No Treatment","0","NT6","NT6","N"
"HN-50-1-T4",21,0.321999134730948,0.814855752807323,"HN-50-1-T4","Susceptible",1,"HN","6","HN6","50_HN","50_N","HN-50-1","HN","HN6",5,"Nitrate","50_6","Nitrate","H","N6","N6","N"
"HA-50-1-T4-2",39,0.257344051875511,0.708004045166325,"HA-50-1-T4-2","Susceptible",1,"HA","6","HA6","50_HA","50_A","HA-50-1","HA","HA6",7,"Ammonium","50_6","Ammonium","H","A6","A6","N"
"MA-50-3-T4",55,0.183623575026384,0.612352521048971,"MA-50-3-T4","Susceptible",3,"LA","6","LA6","50_LA","50_A","MA-50-3","LA","LA6",6,"Ammonium","50_6","Ammonium","L","A6","A6","N"
"MA-50-2-T2",10,0.104180733188547,0.317602138699269,"MA-50-2-T2","Susceptible",2,"LA","6","LA6","50_LA","50_A","MA-50-2","LA","LA6",6,"Ammonium","50_6","Ammonium","L","A6","A6","N"
"MA-50-2-T4",57,0.555078022735552,1.51742872897428,"MA-50-2-T4","Susceptible",2,"LA","6","LA6","50_LA","50_A","MA-50-2","LA","LA6",6,"Ammonium","50_6","Ammonium","L","A6","A6","N"
"MN-50-2-T4",68,0.385598333856876,1.26317821058618,"MN-50-2-T4","Susceptible",2,"LN","6","LN6","50_LN","50_N","MN-50-2","LN","LN6",4,"Nitrate","50_6","Nitrate","L","N6","N6","N"
"HA-50-2-T4",26,0.408813924213697,1.25608932604117,"HA-50-2-T4","Susceptible",2,"HA","6","HA6","50_HA","50_A","HA-50-2","HA","HA6",7,"Ammonium","50_6","Ammonium","H","A6","A6","N"
"LA-50-1-T4",28,0.453884330057511,1.34965613973888,"LA-50-1-T4","Susceptible",1,"NT","6","NT6","50_NT","50_NT","LA-50-1","NT","NT6",1,"No Treatment","50_6","No Treatment","0","NT6","NT6","N"
"HC-50-2-TM",5,0.0633010029702646,0.17773622932628,"HC-50-2-TM","Susceptible",2,"HC","3","HC3","50_HC","50_C","HC-50-2","HC","HC3",9,"Combined","50_3","Combined","H","C3","C3","N"
"HC-50-1-TM",9,0.431218959704042,0.825411344822011,"HC-50-1-TM","Susceptible",1,"HC","3","HC3","50_HC","50_C","HC-50-1","HC","HC3",9,"Combined","50_3","Combined","H","C3","C3","N"
"MC-50-1-TM",11,0.286196049774364,0.648852545150494,"MC-50-1-TM","Susceptible",1,"LC","3","LC3","50_LC","50_C","MC-50-1","LC","LC3",8,"Combined","50_3","Combined","L","C3","C3","N"
"MP-50-3-TM",7,0.114393355127689,0.292772288413388,"MP-50-3-TM","Susceptible",3,"LP","3","LP3","50_LP","50_P","MP-50-3","LP","LP3",2,"Phosphate","50_3","Phosphate","L","P3","P3","N"
"LA-50-2-T4",40,0.476692065027232,1.29347248342235,"LA-50-2-T4","Susceptible",2,"LA","6","LA6","50_LA","50_A","LA-50-2","LA","LA6",6,"Ammonium","50_6","Ammonium","L","A6","A6","N"
"LN-50-1-T0",137,0.358792307878181,1.32253676960874,"LN-50-1-T0","Susceptible",1,"NT","0","NT0","50_T0","50_T0","LN-50-1","T0","T0",1,"T0","50_0","No Treatment","0","T0","NT0","N"
"MP-50-1-TM",5,0.0524525883503265,0.159035264332504,"MP-50-1-TM","Susceptible",1,"LP","3","LP3","50_LP","50_P","MP-50-1","LP","LP3",2,"Phosphate","50_3","Phosphate","L","P3","P3","N"
"LC-50-2-T0",70,0.779519226225994,2.11004149431213,"LC-50-2-T0","Susceptible",2,"LC","0","LC0","50_T0","50_T0","LC-50-2","T0","T0",8,"T0","50_0","Combined","0","T0","C0","N"
"HN-50-3-T2",28,0.581244793110353,1.48695391104977,"HN-50-3-T2","Susceptible",3,"HN","6","HN6","50_HN","50_N","HN-50-3","HN","HN6",5,"Nitrate","50_6","Nitrate","H","N6","N6","N"
"HP-50-1-TX",26,0.291321560728667,0.930604240645935,"HP-50-1-TX","Susceptible",1,"HP","6","HP6","50_HP","50_P","HP-50-1","HP","HP6",3,"Phosphate","50_6","Phosphate","H","P6","P6","N"
"HP-50-2-TX",20,0.256700025133126,0.689356042609837,"HP-50-2-TX","Susceptible",2,"HP","6","HP6","50_HP","50_P","HP-50-2","HP","HP6",3,"Phosphate","50_6","Phosphate","H","P6","P6","N"
"HC-50-1-TX",27,0.167480427943419,0.474236893824672,"HC-50-1-TX","Susceptible",1,"HC","6","HC6","50_HC","50_C","HC-50-1","HC","HC6",9,"Combined","50_6","Combined","H","C6","C6","N"
"HC-50-3-TM",7,0.16883704730553,0.408921774427595,"HC-50-3-TM","Susceptible",3,"HC","3","HC3","50_HC","50_C","HC-50-3","HC","HC3",9,"Combined","50_3","Combined","H","C3","C3","N"
"HP-50-3-TM",4,0.129950806484008,0.316734161279096,"HP-50-3-TM","Susceptible",3,"HP","3","HP3","50_HP","50_P","HP-50-3","HP","HP3",3,"Phosphate","50_3","Phosphate","H","P3","P3","N"
"HA-50-1-T2",34,0.456318995856959,1.26804441656905,"HA-50-1-T2","Susceptible",1,"HA","6","HA6","50_HA","50_A","HA-50-1","HA","HA6",7,"Ammonium","50_6","Ammonium","H","A6","A6","N"
"LN-50-2-T3",17,0.510035320276523,1.02722931421951,"LN-50-2-T3","Susceptible",2,"LN","6","LN6","50_LN","50_N","LN-50-2","LN","LN6",4,"Nitrate","50_6","Nitrate","L","N6","N6","N"
"MC-50-2-TM",6,0.121417779201253,0.302312833776726,"MC-50-2-TM","Susceptible",2,"LC","3","LC3","50_LC","50_C","MC-50-2","LC","LC3",8,"Combined","50_3","Combined","L","C3","C3","N"
"MC-50-3-TM",10,0.202859881974346,0.510581045410388,"MC-50-3-TM","Susceptible",3,"LC","3","LC3","50_LC","50_C","MC-50-3","LC","LC3",8,"Combined","50_3","Combined","L","C3","C3","N"
"HP-50-2-TM",20,0.14146925824649,0.424072030302001,"HP-50-2-TM","Susceptible",2,"HP","6","HP6","50_HP","50_P","HP-50-2","HP","HP6",3,"Phosphate","50_6","Phosphate","H","P6","P6","N"
"CTRL-50-4-TM",13,0.147120594834766,0.407642570235377,"CTRL-50-4-TM","Susceptible",4,"NT","3","NT3","50_NT","50_NT","CTRL-50-4","NT","NT3",1,"No Treatment","50_3","No Treatment","0","NT3","NT3","N"
"HC-50-1-TE",9,0.318734367787982,0.681670692069512,"HC-50-1-TE","Susceptible",1,"HC","6","HC6","50_HC","50_C","HC-50-1","HC","HC6",9,"Combined","50_6","Combined","H","C6","C6","N"
"MP-50-2-TE",26,0.314687518901788,0.875100576321546,"MP-50-2-TE","Susceptible",2,"LP","6","LP6","50_LP","50_P","MP-50-2","LP","LP6",2,"Phosphate","50_6","Phosphate","L","P6","P6","N"
"MC-50-2-TE",20,0.259937858229775,0.736337871640692,"MC-50-2-TE","Susceptible",2,"LC","6","LC6","50_LC","50_C","MC-50-2","LC","LC6",8,"Combined","50_6","Combined","L","C6","C6","N"
"HC-50-2-TE",13,0.132609407977128,0.376332543722405,"HC-50-2-TE","Susceptible",2,"HC","6","HC6","50_HC","50_C","HC-50-2","HC","HC6",9,"Combined","50_6","Combined","H","C6","C6","N"
"MC-50-1-TE",23,0.141962070680261,0.436164983251943,"MC-50-1-TE","Susceptible",1,"LC","6","LC6","50_LC","50_C","MC-50-1","LC","LC6",8,"Combined","50_6","Combined","L","C6","C6","N"
"HC-50-3-TE",29,0.344743613638746,1.06839779972,"HC-50-3-TE","Susceptible",3,"HC","6","HC6","50_HC","50_C","HC-50-3","HC","HC6",9,"Combined","50_6","Combined","H","C6","C6","N"
"MP-50-1-TE",29,0.250471457741334,0.792921643635896,"MP-50-1-TE","Susceptible",1,"LP","6","LP6","50_LP","50_P","MP-50-1","LP","LP6",2,"Phosphate","50_6","Phosphate","L","P6","P6","N"
"HP-50-3-TE",8,0.103467909707281,0.254838122571657,"HP-50-3-TE","Susceptible",3,"HP","6","HP6","50_HP","50_P","HP-50-3","HP","HP6",3,"Phosphate","50_6","Phosphate","H","P6","P6","N"
"CTRL-50-4-TE",6,0.254977951953404,0.550370283728483,"CTRL-50-4-TE","Susceptible",4,"NT","6","NT6","50_NT","50_NT","CTRL-50-4","NT","NT6",1,"No Treatment","50_6","No Treatment","0","NT6","NT6","N"
