"","observed","simpson","shannon","SampleID","Phenotype","Rep","Nutrient","Exposure_weeks","Nutrient_weeks","Nutrient_geno","Nutrient_merged_geno","Tank","T0_merge","NW_T0_merge","Nutrient_order","Nutrient_no_level","Geno_weeks","No_level_no_T0","Level","No_level_weeks","No_level_weeks_noT0","outlier"
"MC-50-2-TE",19,0.804538924197044,2.26935847066675,"MC-50-2-TE","Susceptible",2,"LC","6","LC6","50_LC","50_C","MC-50-2","LC","LC6",8,"Combined","50_6","Combined","L","C6","C6","N"
"HC-50-2-TE",13,0.742185534208326,1.93757516969,"HC-50-2-TE","Susceptible",2,"HC","6","HC6","50_HC","50_C","HC-50-2","HC","HC6",9,"Combined","50_6","Combined","H","C6","C6","N"
"MC-50-1-TE",21,0.798126638582479,2.34097517248222,"MC-50-1-TE","Susceptible",1,"LC","6","LC6","50_LC","50_C","MC-50-1","LC","LC6",8,"Combined","50_6","Combined","L","C6","C6","N"
"HC-50-3-TE",25,0.92445678200664,2.94190617784497,"HC-50-3-TE","Susceptible",3,"HC","6","HC6","50_HC","50_C","HC-50-3","HC","HC6",9,"Combined","50_6","Combined","H","C6","C6","N"
"MP-50-1-TE",29,0.914262059561205,2.93022153840057,"MP-50-1-TE","Susceptible",1,"LP","6","LP6","50_LP","50_P","MP-50-1","LP","LP6",2,"Phosphate","50_6","Phosphate","L","P6","P6","N"
"HP-50-3-TE",7,0.401327911299421,0.872647050355916,"HP-50-3-TE","Susceptible",3,"HP","6","HP6","50_HP","50_P","HP-50-3","HP","HP6",3,"Phosphate","50_6","Phosphate","H","P6","P6","N"
"CTRL-50-4-TE",5,0.492544703370914,0.999005052906074,"CTRL-50-4-TE","Susceptible",4,"NT","6","NT6","50_NT","50_NT","CTRL-50-4","NT","NT6",1,"No Treatment","50_6","No Treatment","0","NT6","NT6","N"
"HP-50-1-TE",5,0.766243780488795,1.51847559662783,"HP-50-1-TE","Susceptible",1,"HP","6","HP6","50_HP","50_P","HP-50-1","HP","HP6",3,"Phosphate","50_6","Phosphate","H","P6","P6","N"
"MP-50-3-TE",10,0.58864781941705,1.4380600235227,"MP-50-3-TE","Susceptible",3,"LP","6","LP6","50_LP","50_P","MP-50-3","LP","LP6",2,"Phosphate","50_6","Phosphate","L","P6","P6","N"
"CTRL-50-3-TE",7,0.595758151313707,1.15916997050593,"CTRL-50-3-TE","Susceptible",3,"NT","6","NT6","50_NT","50_NT","CTRL-50-3","NT","NT6",1,"No Treatment","50_6","No Treatment","0","NT6","NT6","N"
"CTRL-50-4-TX",11,0.645400605514566,1.55643357196387,"CTRL-50-4-TX","Susceptible",4,"NT","3","NT3","50_NT","50_NT","CTRL-50-4","NT","NT3",1,"No Treatment","50_3","No Treatment","0","NT3","NT3","N"
"MP-50-3-TX",19,0.845577552130259,2.17459609486511,"MP-50-3-TX","Susceptible",3,"LP","3","LP3","50_LP","50_P","MP-50-3","LP","LP3",2,"Phosphate","50_3","Phosphate","L","P3","P3","N"
"MC-50-3-TX",10,0.776227465686155,1.73157155606915,"MC-50-3-TX","Susceptible",3,"LC","3","LC3","50_LC","50_C","MC-50-3","LC","LC3",8,"Combined","50_3","Combined","L","C3","C3","N"
"HC-50-3-TX",3,0.494054431376369,0.858983516300377,"HC-50-3-TX","Susceptible",3,"HC","3","HC3","50_HC","50_C","HC-50-3","HC","HC3",9,"Combined","50_3","Combined","H","C3","C3","N"
"MA-50-3-T2",3,0.272189349112426,0.535961049709069,"MA-50-3-T2","Susceptible",3,"LA","3","LA3","50_LA","50_A","MA-50-3","LA","LA3",6,"Ammonium","50_3","Ammonium","L","A3","A3","N"
"MP-50-2-TX",7,0.630530596342562,1.21581559771215,"MP-50-2-TX","Susceptible",2,"LP","6","LP6","50_LP","50_P","MP-50-2","LP","LP6",2,"Phosphate","50_6","Phosphate","L","P6","P6","N"
"MC-50-2-TX",5,0.615400849019083,1.12322519416243,"MC-50-2-TX","Susceptible",2,"LC","6","LC6","50_LC","50_C","MC-50-2","LC","LC6",8,"Combined","50_6","Combined","L","C6","C6","N"
"HC-50-2-TX",11,0.507788086135665,1.20009985080986,"HC-50-2-TX","Susceptible",2,"HC","6","HC6","50_HC","50_C","HC-50-2","HC","HC6",9,"Combined","50_6","Combined","H","C6","C6","N"
"MC-50-1-TX",5,0.593777647908702,1.01170634734582,"MC-50-1-TX","Susceptible",1,"LC","6","LC6","50_LC","50_C","MC-50-1","LC","LC6",8,"Combined","50_6","Combined","L","C6","C6","N"
"CTRL-50-3-TX",3,0.215680067531919,0.385421958156001,"CTRL-50-3-TX","Susceptible",3,"NT","6","NT6","50_NT","50_NT","CTRL-50-3","NT","NT6",1,"No Treatment","50_6","No Treatment","0","NT6","NT6","N"
"HP-50-1-TM",29,0.81319145136809,2.50268868444379,"HP-50-1-TM","Susceptible",1,"HP","3","HP3","50_HP","50_P","HP-50-1","HP","HP3",3,"Phosphate","50_3","Phosphate","H","P3","P3","N"
"MP-50-2-TM",22,0.827201077913329,2.34730012785215,"MP-50-2-TM","Susceptible",2,"LP","3","LP3","50_LP","50_P","MP-50-2","LP","LP3",2,"Phosphate","50_3","Phosphate","L","P3","P3","N"
"CTRL-50-3-TM",27,0.855333966445078,2.67759473636577,"CTRL-50-3-TM","Susceptible",3,"NT","3","NT3","50_NT","50_NT","CTRL-50-3","NT","NT3",1,"No Treatment","50_3","No Treatment","0","NT3","NT3","N"
"HP-50-3-TX",24,0.86353195185104,2.64156695574572,"HP-50-3-TX","Susceptible",3,"HP","3","HP3","50_HP","50_P","HP-50-3","HP","HP3",3,"Phosphate","50_3","Phosphate","H","P3","P3","N"
"HP-50-3-T0",42,0.85992808499931,2.54276076579925,"HP-50-3-T0","Susceptible",3,"HP","0","HP0","50_T0","50_T0","HP-50-3","T0","T0",3,"T0","50_0","Phosphate","0","T0","P0","N"
"LN-50-2-T0",8,0.789068270549752,1.61668333256508,"LN-50-2-T0","Susceptible",2,"LN","0","LN0","50_T0","50_T0","LN-50-2","T0","T0",4,"T0","50_0","Nitrate","0","T0","N0","N"
"LN-50-3-T0",51,0.921697064147207,3.13419956783228,"LN-50-3-T0","Susceptible",3,"HN","0","HN0","50_T0","50_T0","LN-50-3","T0","T0",5,"T0","50_0","Nitrate","0","T0","N0","N"
"MA-50-2-T0",54,0.95069033530572,3.4352685171678,"MA-50-2-T0","Susceptible",2,"LA","0","LA0","50_T0","50_T0","MA-50-2","T0","T0",6,"T0","50_0","Ammonium","0","T0","A0","N"
"MC-50-3-T0",39,0.781243658736536,2.25282595187319,"MC-50-3-T0","Susceptible",3,"LC","0","LC0","50_T0","50_T0","MC-50-3","T0","T0",8,"T0","50_0","Combined","0","T0","C0","N"
"MN-50-3-T0",31,0.813921964919116,2.18914768930147,"MN-50-3-T0","Susceptible",3,"LN","0","LN0","50_T0","50_T0","MN-50-3","T0","T0",4,"T0","50_0","Nitrate","0","T0","N0","N"
"HN-50-1-T0",34,0.844911973117101,2.35995530233065,"HN-50-1-T0","Susceptible",1,"HN","0","HN0","50_T0","50_T0","HN-50-1","T0","T0",5,"T0","50_0","Nitrate","0","T0","N0","N"
"HC-50-2-T0",67,0.890463551432212,3.14071471979888,"HC-50-2-T0","Susceptible",2,"HC","0","HC0","50_T0","50_T0","HC-50-2","T0","T0",9,"T0","50_0","Combined","0","T0","C0","N"
"HN-50-3-T0",58,0.875479906818938,3.12682111561803,"HN-50-3-T0","Susceptible",3,"HN","0","HN0","50_T0","50_T0","HN-50-3","T0","T0",5,"T0","50_0","Nitrate","0","T0","N0","N"
